delivery_id,date,day_of_week,month,city_zone,time_window,weather,attempt_number,driver_experience_yrs,package_count,weight_kg,distance_km,stops_before_this,traffic_index,delivery_success,delay_minutes
DLV-04484,2024-05-29,Wednesday,5,urban_core,afternoon_12_17,clear,1,7.4,5,6.97,4.14,27,7.2,1,30.2
DLV-04485,2024-05-18,Saturday,5,suburban,anytime,clear,2,1.4,2,1.12,14.63,1,4.8,0,
DLV-04486,2024-07-04,Thursday,7,urban_core,evening_17_21,clear,1,0.7,9,25.86,0.98,19,8.7,1,24.7
DLV-04487,2024-07-03,Wednesday,7,suburban,morning_08_12,cloudy,1,4.1,11,29.1,8.34,10,5.3,0,
DLV-04488,2024-07-23,Tuesday,7,suburban,evening_17_21,clear,1,0.5,4,1.91,9.85,13,8.0,1,28.0
DLV-04489,2024-09-16,Monday,9,urban_inner,afternoon_12_17,clear,1,6.7,7,5.25,11.99,23,4.7,1,19.5
DLV-04490,2024-08-01,Thursday,8,urban_inner,morning_08_12,clear,1,1.6,10,18.69,4.5,12,5.2,1,20.4
DLV-04491,2024-09-12,Thursday,9,urban_inner,afternoon_12_17,clear,3,2.9,6,5.57,16.42,7,5.2,1,25.2
DLV-04492,2024-05-14,Tuesday,5,urban_core,evening_17_21,clear,2,0.6,5,14.11,8.8,20,4.3,1,5.6
DLV-04493,2024-03-01,Friday,3,suburban,anytime,snow,1,0.5,11,25.74,16.75,21,3.9,1,57.5
DLV-04494,2024-12-28,Saturday,12,urban_core,morning_08_12,clear,2,4.8,11,11.42,0.5,8,7.1,1,27.2
DLV-04495,2024-11-05,Tuesday,11,suburban,morning_08_12,rain,1,1.7,5,1.58,18.22,10,5.2,0,
DLV-04496,2024-03-28,Thursday,3,urban_core,afternoon_12_17,clear,1,13.0,7,17.21,2.99,15,8.6,1,27.5
DLV-04497,2024-11-19,Tuesday,11,urban_core,evening_17_21,clear,1,2.2,2,2.89,0.99,8,7.9,1,27.8
DLV-04498,2024-07-25,Thursday,7,urban_core,evening_17_21,clear,1,5.6,9,18.31,5.27,2,7.6,1,21.3
DLV-04499,2024-05-08,Wednesday,5,urban_inner,afternoon_12_17,clear,1,11.7,2,2.15,9.36,35,5.0,0,
DLV-04500,2024-11-06,Wednesday,11,urban_inner,afternoon_12_17,snow,1,1.0,9,6.17,5.61,12,6.1,0,
DLV-04501,2024-01-03,Wednesday,1,suburban,morning_08_12,cloudy,1,4.8,11,23.36,12.2,0,4.1,1,15.7
DLV-04502,2024-08-29,Thursday,8,urban_core,afternoon_12_17,snow,1,0.5,4,6.06,3.97,10,7.2,0,
DLV-04503,2024-04-30,Tuesday,4,urban_core,morning_08_12,rain,3,3.4,10,9.35,3.89,23,7.2,0,
DLV-04504,2024-04-11,Thursday,4,suburban,evening_17_21,cloudy,3,4.1,11,7.39,16.25,4,3.7,0,
DLV-04505,2024-02-07,Wednesday,2,suburban,morning_08_12,cloudy,1,1.9,10,18.67,13.18,1,3.8,1,20.8
DLV-04506,2024-12-06,Friday,12,urban_core,afternoon_12_17,cloudy,1,0.5,6,13.55,9.44,16,8.6,0,
DLV-04507,2024-05-12,Sunday,5,suburban,morning_08_12,cloudy,1,2.9,1,1.07,14.95,16,1.0,1,16.5
DLV-04508,2024-07-20,Saturday,7,urban_inner,afternoon_12_17,clear,2,6.8,5,11.42,3.02,19,6.2,0,
DLV-04509,2024-12-13,Friday,12,suburban,morning_08_12,clear,2,8.0,6,4.77,17.46,14,3.9,1,21.5
DLV-04510,2024-01-21,Sunday,1,rural,afternoon_12_17,cloudy,1,4.1,9,10.92,25.48,3,3.1,1,17.7
DLV-04511,2024-08-29,Thursday,8,rural,morning_08_12,clear,1,0.9,9,20.8,31.42,10,1.6,1,8.0
DLV-04512,2024-04-18,Thursday,4,suburban,evening_17_21,clear,1,6.1,9,18.74,15.02,22,1.0,1,13.5
DLV-04513,2024-10-29,Tuesday,10,urban_core,afternoon_12_17,rain,1,6.6,3,3.09,2.05,0,4.5,0,
DLV-04514,2024-03-24,Sunday,3,suburban,evening_17_21,clear,1,1.4,4,2.52,12.75,3,1.0,0,
DLV-04515,2024-03-23,Saturday,3,urban_inner,afternoon_12_17,cloudy,2,0.6,8,3.32,9.37,37,7.3,1,32.4
DLV-04516,2024-10-17,Thursday,10,urban_core,afternoon_12_17,clear,2,6.2,8,20.5,5.31,1,5.0,1,17.1
DLV-04517,2024-03-09,Saturday,3,urban_inner,afternoon_12_17,rain,1,6.5,2,1.01,10.86,26,7.8,1,42.5
DLV-04518,2024-05-08,Wednesday,5,rural,anytime,clear,1,0.5,8,4.88,29.3,33,1.2,0,
DLV-04519,2024-07-14,Sunday,7,rural,afternoon_12_17,snow,1,10.2,7,6.59,28.0,12,1.5,1,43.8
DLV-04520,2024-05-19,Sunday,5,urban_core,morning_08_12,snow,1,2.3,9,13.53,4.81,17,9.8,0,
DLV-04521,2024-10-09,Wednesday,10,suburban,anytime,rain,1,15.2,5,12.16,13.43,10,3.9,1,33.5
DLV-04522,2024-11-07,Thursday,11,suburban,morning_08_12,clear,2,1.8,2,1.94,15.58,4,1.5,0,
DLV-04523,2024-08-21,Wednesday,8,urban_core,evening_17_21,clear,1,2.3,5,8.84,5.76,28,7.4,1,32.1
DLV-04524,2024-01-23,Tuesday,1,urban_inner,morning_08_12,snow,2,0.9,2,1.09,8.77,24,7.2,0,
DLV-04525,2024-06-01,Saturday,6,suburban,afternoon_12_17,rain,2,6.9,5,7.77,20.91,13,2.7,0,
DLV-04526,2024-10-03,Thursday,10,urban_inner,morning_08_12,rain,2,1.8,9,7.02,9.14,37,8.5,0,
DLV-04527,2024-03-01,Friday,3,urban_core,anytime,cloudy,1,5.1,7,6.09,8.19,36,5.3,0,
DLV-04528,2024-11-14,Thursday,11,suburban,afternoon_12_17,clear,1,0.5,7,9.03,12.05,10,1.0,0,
DLV-04529,2024-02-21,Wednesday,2,rural,afternoon_12_17,clear,1,4.7,1,2.36,28.03,31,4.4,0,
DLV-04530,2024-12-09,Monday,12,suburban,morning_08_12,rain,1,2.0,9,20.78,7.58,5,2.2,1,12.5
DLV-04531,2024-06-01,Saturday,6,suburban,afternoon_12_17,cloudy,1,0.5,6,8.52,14.27,5,2.0,1,11.2
DLV-04532,2024-08-24,Saturday,8,urban_inner,evening_17_21,clear,2,0.8,7,4.34,6.16,21,5.0,1,28.4
DLV-04533,2024-11-06,Wednesday,11,urban_core,afternoon_12_17,clear,3,0.6,2,2.12,2.38,2,5.7,0,
DLV-04534,2024-10-28,Monday,10,suburban,morning_08_12,cloudy,2,4.2,1,1.66,14.64,18,4.8,1,22.2
DLV-04535,2024-02-01,Thursday,2,urban_core,afternoon_12_17,cloudy,1,1.9,11,29.12,3.29,33,6.5,0,
DLV-04536,2024-02-24,Saturday,2,rural,afternoon_12_17,clear,1,0.5,4,11.66,23.37,6,1.0,1,11.3
DLV-04537,2024-12-17,Tuesday,12,urban_core,morning_08_12,clear,1,0.9,9,18.19,3.89,15,6.8,1,18.7
DLV-04538,2024-02-05,Monday,2,urban_inner,morning_08_12,clear,1,2.1,9,11.22,18.64,37,4.4,1,17.9
DLV-04539,2024-04-19,Friday,4,urban_inner,evening_17_21,clear,2,0.5,11,23.9,9.27,8,5.7,1,17.5
DLV-04540,2024-06-25,Tuesday,6,rural,anytime,rain,1,1.7,3,3.62,28.84,12,1.0,1,24.8
DLV-04541,2024-12-27,Friday,12,urban_core,morning_08_12,cloudy,1,3.4,1,1.99,1.11,33,6.9,0,
DLV-04542,2024-11-09,Saturday,11,urban_core,evening_17_21,cloudy,2,2.2,2,1.92,0.77,36,6.9,0,
DLV-04543,2024-10-21,Monday,10,urban_core,morning_08_12,rain,1,2.7,9,9.19,1.69,5,10.0,1,31.9
DLV-04544,2024-12-01,Sunday,12,suburban,afternoon_12_17,clear,3,1.2,9,4.53,14.84,37,5.3,1,31.0
DLV-04545,2024-04-06,Saturday,4,urban_core,afternoon_12_17,rain,1,0.6,1,1.43,0.84,3,7.5,0,
DLV-04546,2024-07-31,Wednesday,7,urban_core,morning_08_12,snow,2,5.0,9,17.72,8.79,4,6.7,0,
DLV-04547,2024-11-12,Tuesday,11,urban_core,afternoon_12_17,cloudy,1,7.1,1,2.43,1.01,5,6.7,0,
DLV-04548,2024-05-16,Thursday,5,suburban,evening_17_21,clear,1,2.1,10,24.88,16.42,12,3.7,1,24.8
DLV-04549,2024-01-06,Saturday,1,urban_core,anytime,cloudy,1,1.1,4,11.92,5.3,23,5.9,0,
DLV-04550,2024-04-18,Thursday,4,urban_core,morning_08_12,rain,1,2.1,5,2.68,9.01,27,6.6,0,
DLV-04551,2024-02-04,Sunday,2,urban_core,morning_08_12,clear,2,6.3,8,13.05,1.22,12,6.8,1,27.5
DLV-04552,2024-02-08,Thursday,2,urban_inner,anytime,clear,1,3.5,5,8.54,17.2,17,5.8,1,24.9
DLV-04553,2024-05-29,Wednesday,5,suburban,morning_08_12,rain,2,5.9,5,12.36,14.57,6,3.7,1,31.5
DLV-04554,2024-04-27,Saturday,4,urban_inner,afternoon_12_17,snow,2,1.2,4,4.08,11.59,3,6.9,1,57.7
DLV-04555,2024-09-17,Tuesday,9,rural,morning_08_12,clear,1,3.7,9,4.39,29.18,30,3.2,1,36.9
DLV-04556,2024-03-27,Wednesday,3,rural,afternoon_12_17,clear,1,3.2,8,9.18,24.81,23,2.6,0,
DLV-04557,2024-03-16,Saturday,3,urban_inner,morning_08_12,clear,1,2.5,9,26.61,5.69,21,8.4,0,
DLV-04558,2024-11-08,Friday,11,suburban,evening_17_21,clear,1,2.3,7,19.1,14.08,20,4.5,0,
DLV-04559,2024-08-01,Thursday,8,suburban,evening_17_21,snow,1,2.4,7,9.57,11.68,25,3.4,0,
DLV-04560,2024-10-11,Friday,10,rural,morning_08_12,clear,1,5.7,5,13.33,28.45,29,1.7,1,7.7
DLV-04561,2024-08-26,Monday,8,urban_inner,evening_17_21,clear,1,7.4,10,3.88,10.65,34,7.2,1,33.0
DLV-04562,2024-06-13,Thursday,6,urban_inner,afternoon_12_17,rain,1,0.5,1,1.15,11.84,22,5.4,1,35.2
DLV-04563,2024-03-27,Wednesday,3,urban_inner,morning_08_12,clear,1,2.5,6,13.57,13.01,39,6.4,1,32.1
DLV-04564,2024-05-20,Monday,5,rural,evening_17_21,rain,2,7.5,10,8.98,27.86,29,2.6,1,32.9
DLV-04565,2024-06-08,Saturday,6,urban_core,afternoon_12_17,clear,1,0.5,6,5.01,3.23,18,3.5,0,
DLV-04566,2024-02-15,Thursday,2,urban_core,morning_08_12,rain,2,1.6,10,26.27,0.7,31,5.0,0,
DLV-04567,2024-04-21,Sunday,4,urban_inner,morning_08_12,snow,1,0.5,4,7.85,0.93,18,7.1,1,41.6
DLV-04568,2024-02-14,Wednesday,2,urban_core,anytime,clear,1,0.5,2,5.94,4.21,21,7.9,0,
DLV-04569,2024-09-03,Tuesday,9,urban_inner,evening_17_21,rain,2,7.0,1,0.66,11.76,3,1.7,1,23.3
DLV-04570,2024-04-13,Saturday,4,urban_core,evening_17_21,snow,1,1.8,3,3.78,4.86,11,3.1,1,33.5
DLV-04571,2024-03-25,Monday,3,urban_core,morning_08_12,snow,1,3.5,11,12.54,5.75,14,9.4,0,
DLV-04572,2024-05-13,Monday,5,rural,evening_17_21,clear,1,0.5,9,24.09,24.94,14,2.8,1,13.8
DLV-04573,2024-04-17,Wednesday,4,urban_inner,morning_08_12,clear,1,0.5,1,0.99,6.66,9,7.9,1,24.5
DLV-04574,2024-01-18,Thursday,1,suburban,anytime,clear,1,6.6,5,6.27,17.51,18,2.0,1,17.0
DLV-04575,2024-04-03,Wednesday,4,urban_core,morning_08_12,clear,1,2.6,10,6.86,5.83,7,6.3,1,26.1
DLV-04576,2024-05-29,Wednesday,5,urban_core,afternoon_12_17,clear,1,0.5,6,14.36,3.11,30,9.9,0,
DLV-04577,2024-09-02,Monday,9,suburban,afternoon_12_17,clear,2,14.6,9,8.48,16.01,8,4.1,0,
DLV-04578,2024-10-15,Tuesday,10,suburban,evening_17_21,cloudy,2,2.0,1,0.48,14.37,28,3.6,1,27.5
DLV-04579,2024-07-27,Saturday,7,urban_inner,evening_17_21,clear,1,1.9,5,7.37,11.25,6,5.6,1,16.7
DLV-04580,2024-05-05,Sunday,5,rural,afternoon_12_17,rain,1,2.9,1,1.36,29.46,7,1.0,0,
DLV-04581,2024-08-22,Thursday,8,rural,afternoon_12_17,rain,1,0.5,2,1.56,27.02,16,3.5,0,
DLV-04582,2024-05-01,Wednesday,5,rural,evening_17_21,clear,2,2.5,2,1.32,27.33,14,1.0,0,
DLV-04583,2024-05-17,Friday,5,urban_inner,morning_08_12,clear,1,3.0,11,29.93,3.89,15,6.8,0,
DLV-04584,2024-04-24,Wednesday,4,urban_core,evening_17_21,rain,1,1.1,5,2.42,0.5,6,7.3,1,32.5
DLV-04585,2024-06-10,Monday,6,suburban,anytime,clear,1,3.9,10,5.68,12.67,18,3.9,1,15.3
DLV-04586,2024-07-19,Friday,7,suburban,morning_08_12,clear,2,1.4,4,3.85,18.06,37,2.6,1,19.5
DLV-04587,2024-08-21,Wednesday,8,urban_core,morning_08_12,rain,1,3.8,6,17.24,5.78,24,9.4,1,42.8
DLV-04588,2024-01-28,Sunday,1,suburban,afternoon_12_17,clear,1,0.5,5,2.65,13.12,11,2.6,1,10.4
DLV-04589,2024-01-11,Thursday,1,urban_core,morning_08_12,rain,1,7.3,2,5.01,6.48,31,7.2,1,44.4
DLV-04590,2024-07-24,Wednesday,7,urban_inner,afternoon_12_17,rain,1,6.3,9,24.38,11.35,9,5.8,0,
DLV-04591,2024-06-15,Saturday,6,urban_core,evening_17_21,clear,1,0.5,10,13.2,2.67,23,6.7,1,40.1
DLV-04592,2024-09-03,Tuesday,9,suburban,afternoon_12_17,rain,1,8.4,8,8.75,12.19,3,4.1,1,26.1
DLV-04593,2024-02-16,Friday,2,urban_core,morning_08_12,clear,2,2.4,9,19.16,14.07,36,8.3,0,
DLV-04594,2024-09-02,Monday,9,suburban,afternoon_12_17,rain,1,3.6,11,24.17,11.32,38,3.3,1,41.2
DLV-04595,2024-05-06,Monday,5,urban_inner,afternoon_12_17,rain,1,5.5,6,14.44,6.34,3,6.7,1,32.2
DLV-04596,2024-05-26,Sunday,5,suburban,anytime,clear,1,0.5,5,12.71,12.93,35,4.5,1,19.9
DLV-04597,2024-04-27,Saturday,4,rural,morning_08_12,cloudy,1,0.6,5,5.12,25.0,36,2.4,0,
DLV-04598,2024-05-31,Friday,5,suburban,afternoon_12_17,cloudy,1,1.0,2,4.31,8.22,24,5.8,1,26.9
DLV-04599,2024-03-12,Tuesday,3,rural,anytime,clear,1,1.9,11,7.31,28.27,29,4.2,1,30.3
DLV-04600,2024-12-28,Saturday,12,urban_core,afternoon_12_17,snow,1,1.3,4,6.72,2.62,0,6.6,0,
DLV-04601,2024-05-16,Thursday,5,urban_core,afternoon_12_17,clear,1,2.1,2,3.91,5.83,28,6.7,0,
DLV-04602,2024-06-23,Sunday,6,urban_core,morning_08_12,clear,2,0.6,2,1.47,1.99,15,8.2,1,25.7
DLV-04603,2024-10-15,Tuesday,10,urban_core,evening_17_21,clear,1,3.4,8,4.05,8.27,36,7.1,1,32.3
DLV-04604,2024-01-19,Friday,1,suburban,afternoon_12_17,cloudy,2,0.5,4,3.3,13.84,36,4.0,1,24.5
DLV-04605,2024-07-13,Saturday,7,urban_core,anytime,rain,1,1.3,4,5.74,1.98,6,5.4,1,29.6
DLV-04606,2024-11-25,Monday,11,urban_inner,evening_17_21,cloudy,1,0.6,7,18.88,5.95,39,5.4,0,
DLV-04607,2024-06-23,Sunday,6,urban_inner,afternoon_12_17,rain,1,3.9,4,6.94,7.24,32,5.9,0,
DLV-04608,2024-12-19,Thursday,12,urban_inner,afternoon_12_17,cloudy,1,6.5,9,20.89,12.11,21,4.4,0,
DLV-04609,2024-05-20,Monday,5,urban_inner,morning_08_12,clear,1,0.5,9,6.93,6.25,26,3.3,1,22.8
DLV-04610,2024-09-02,Monday,9,suburban,morning_08_12,clear,2,4.6,3,1.76,9.17,28,5.4,0,
DLV-04611,2024-04-02,Tuesday,4,urban_core,evening_17_21,clear,1,6.8,6,5.68,9.72,15,4.9,0,
DLV-04612,2024-08-26,Monday,8,urban_core,afternoon_12_17,clear,1,10.9,7,8.03,0.91,20,9.5,0,
DLV-04613,2024-07-23,Tuesday,7,suburban,afternoon_12_17,clear,2,2.6,3,5.34,21.06,10,5.2,0,
DLV-04614,2024-02-17,Saturday,2,suburban,evening_17_21,snow,1,1.2,4,10.72,8.48,20,4.0,0,
DLV-04615,2024-09-01,Sunday,9,urban_inner,morning_08_12,snow,2,1.2,1,1.45,6.82,8,6.5,1,45.5
DLV-04616,2024-11-15,Friday,11,rural,afternoon_12_17,clear,1,1.4,11,18.71,26.69,26,2.9,0,
DLV-04617,2024-11-12,Tuesday,11,urban_inner,afternoon_12_17,clear,1,2.8,9,2.81,10.63,38,5.2,0,
DLV-04618,2024-10-21,Monday,10,urban_inner,afternoon_12_17,clear,1,2.0,7,2.73,10.1,21,5.2,1,25.4
DLV-04619,2024-05-07,Tuesday,5,urban_core,anytime,rain,1,3.2,10,5.26,10.34,14,6.9,0,
DLV-04620,2024-12-09,Monday,12,urban_inner,afternoon_12_17,clear,1,0.5,7,15.31,3.44,22,6.3,1,23.8
DLV-04621,2024-10-08,Tuesday,10,suburban,afternoon_12_17,cloudy,1,0.5,9,14.51,8.82,28,2.5,0,
DLV-04622,2024-01-17,Wednesday,1,urban_core,afternoon_12_17,clear,1,11.3,6,4.93,7.65,38,6.4,0,
DLV-04623,2024-03-11,Monday,3,urban_core,morning_08_12,cloudy,1,16.1,8,15.2,11.32,15,10.0,1,30.0
DLV-04624,2024-09-25,Wednesday,9,suburban,afternoon_12_17,clear,1,4.1,5,8.85,17.66,2,4.0,1,11.3
DLV-04625,2024-11-20,Wednesday,11,urban_inner,afternoon_12_17,clear,1,0.9,8,4.32,10.21,15,4.1,0,
DLV-04626,2024-10-08,Tuesday,10,urban_core,anytime,clear,1,9.2,10,20.29,8.06,7,8.5,0,
DLV-04627,2024-10-31,Thursday,10,suburban,evening_17_21,clear,1,0.7,1,2.37,9.96,25,3.1,0,
DLV-04628,2024-01-07,Sunday,1,urban_core,afternoon_12_17,rain,1,3.9,3,3.22,3.8,8,6.3,1,33.9
DLV-04629,2024-11-09,Saturday,11,rural,afternoon_12_17,clear,2,0.5,4,8.62,28.1,34,5.5,0,
DLV-04630,2024-10-31,Thursday,10,urban_core,morning_08_12,clear,1,3.1,11,9.23,4.19,6,7.3,0,
DLV-04631,2024-04-12,Friday,4,suburban,morning_08_12,rain,1,4.3,9,21.09,15.59,7,2.3,1,19.1
DLV-04632,2024-11-04,Monday,11,urban_inner,afternoon_12_17,clear,3,5.9,8,22.09,7.92,34,4.9,1,31.9
DLV-04633,2024-07-11,Thursday,7,rural,afternoon_12_17,clear,1,4.0,8,11.94,26.67,38,2.0,1,20.0
DLV-04634,2024-08-28,Wednesday,8,urban_core,morning_08_12,rain,2,7.7,2,1.92,1.05,35,7.4,0,
DLV-04635,2024-03-02,Saturday,3,suburban,afternoon_12_17,cloudy,1,2.2,7,9.64,13.57,5,4.2,1,16.7
DLV-04636,2024-01-17,Wednesday,1,urban_inner,evening_17_21,clear,3,3.4,3,2.93,4.11,6,3.2,0,
DLV-04637,2024-06-19,Wednesday,6,urban_inner,morning_08_12,rain,1,1.4,6,1.82,7.72,11,4.1,1,32.5
DLV-04638,2024-01-25,Thursday,1,urban_inner,evening_17_21,cloudy,1,0.5,4,8.22,8.98,38,5.5,0,
DLV-04639,2024-09-07,Saturday,9,suburban,morning_08_12,clear,1,4.2,6,2.49,12.02,0,2.7,1,15.7
DLV-04640,2024-09-09,Monday,9,rural,afternoon_12_17,cloudy,2,6.1,4,3.47,30.24,24,1.0,1,16.0
DLV-04641,2024-07-25,Thursday,7,urban_core,evening_17_21,cloudy,1,0.6,3,6.75,7.59,11,7.8,1,26.3
DLV-04642,2024-01-29,Monday,1,urban_core,afternoon_12_17,snow,1,0.5,2,4.19,3.0,26,7.9,0,
DLV-04643,2024-04-26,Friday,4,suburban,anytime,snow,1,0.5,4,1.99,12.85,22,6.1,0,
DLV-04644,2024-10-08,Tuesday,10,urban_core,morning_08_12,clear,3,6.8,10,20.82,6.7,18,8.3,0,
DLV-04645,2024-05-23,Thursday,5,rural,afternoon_12_17,cloudy,1,1.1,2,5.63,24.97,20,2.5,0,
DLV-04646,2024-01-25,Thursday,1,suburban,afternoon_12_17,clear,1,0.8,7,3.51,10.68,20,3.2,0,
DLV-04647,2024-11-05,Tuesday,11,suburban,afternoon_12_17,clear,1,0.5,1,1.42,12.94,23,7.6,1,36.9
DLV-04648,2024-06-04,Tuesday,6,urban_core,evening_17_21,clear,1,1.1,11,24.96,4.45,12,6.7,1,17.5
DLV-04649,2024-03-13,Wednesday,3,urban_core,evening_17_21,cloudy,1,3.8,1,2.1,2.85,35,6.7,0,
DLV-04650,2024-04-29,Monday,4,suburban,evening_17_21,cloudy,1,9.6,5,4.56,15.72,14,5.0,0,
DLV-04651,2024-11-07,Thursday,11,rural,morning_08_12,clear,3,1.1,7,5.18,23.92,0,1.0,0,
DLV-04652,2024-11-16,Saturday,11,rural,afternoon_12_17,rain,1,0.8,1,2.42,29.35,33,1.7,1,45.3
DLV-04653,2024-04-02,Tuesday,4,urban_core,afternoon_12_17,rain,2,6.6,4,11.53,2.88,30,7.4,1,39.8
DLV-04654,2024-03-26,Tuesday,3,urban_core,afternoon_12_17,cloudy,1,5.7,5,11.86,9.27,31,6.6,0,
DLV-04655,2024-12-01,Sunday,12,urban_core,anytime,clear,1,1.2,2,5.8,7.24,35,8.8,0,
DLV-04656,2024-12-29,Sunday,12,rural,morning_08_12,rain,1,0.5,7,13.53,28.38,28,2.5,1,36.1
DLV-04657,2024-04-27,Saturday,4,urban_core,afternoon_12_17,rain,1,14.5,4,11.23,4.38,9,7.6,0,
DLV-04658,2024-08-20,Tuesday,8,urban_core,afternoon_12_17,clear,1,3.4,8,17.31,2.95,20,7.3,0,
DLV-04659,2024-07-17,Wednesday,7,urban_core,evening_17_21,clear,1,7.8,1,2.75,3.5,35,6.7,1,32.2
DLV-04660,2024-07-24,Wednesday,7,urban_core,anytime,snow,3,1.3,10,7.36,4.83,23,4.1,1,51.5
DLV-04661,2024-12-04,Wednesday,12,rural,afternoon_12_17,cloudy,1,3.1,1,2.5,31.41,26,2.6,1,26.6
DLV-04662,2024-05-26,Sunday,5,urban_inner,morning_08_12,clear,2,3.4,1,0.83,5.17,20,7.2,1,25.2
DLV-04663,2024-09-27,Friday,9,urban_core,afternoon_12_17,clear,1,6.2,4,1.5,2.03,17,7.2,1,25.8
DLV-04664,2024-05-18,Saturday,5,urban_core,afternoon_12_17,cloudy,1,14.9,1,1.7,4.81,3,5.0,0,
DLV-04665,2024-06-29,Saturday,6,urban_core,anytime,clear,1,0.5,5,5.8,0.7,17,6.5,0,
DLV-04666,2024-01-30,Tuesday,1,urban_core,afternoon_12_17,clear,1,3.0,6,2.51,2.31,8,6.5,1,25.1
DLV-04667,2024-02-26,Monday,2,urban_core,afternoon_12_17,clear,1,1.2,7,20.63,3.18,29,6.5,0,
DLV-04668,2024-08-19,Monday,8,suburban,afternoon_12_17,clear,2,5.0,8,16.8,14.37,34,4.3,1,31.6
DLV-04669,2024-05-25,Saturday,5,urban_core,afternoon_12_17,cloudy,2,4.2,8,21.88,10.69,29,5.2,0,
DLV-04670,2024-02-17,Saturday,2,urban_core,evening_17_21,snow,1,6.7,2,6.0,4.36,38,6.9,1,63.6
DLV-04671,2024-07-12,Friday,7,urban_inner,morning_08_12,clear,2,1.3,4,5.43,9.15,5,5.6,1,21.5
DLV-04672,2024-08-11,Sunday,8,suburban,afternoon_12_17,cloudy,1,0.6,7,6.91,13.77,13,5.8,0,
DLV-04673,2024-05-15,Wednesday,5,urban_inner,anytime,clear,1,0.5,9,7.17,8.9,28,6.4,0,
DLV-04674,2024-01-22,Monday,1,suburban,morning_08_12,clear,1,0.9,9,15.22,14.45,31,2.8,1,17.5
DLV-04675,2024-01-06,Saturday,1,urban_inner,evening_17_21,snow,1,1.4,11,21.3,10.9,13,7.9,0,
DLV-04676,2024-07-22,Monday,7,suburban,afternoon_12_17,clear,1,8.8,3,4.73,19.06,19,1.7,1,23.6
DLV-04677,2024-08-26,Monday,8,urban_core,afternoon_12_17,clear,1,2.0,7,9.42,4.05,8,6.2,1,30.3
DLV-04678,2024-07-03,Wednesday,7,rural,morning_08_12,clear,1,2.4,4,3.02,26.91,11,1.0,1,13.1
DLV-04679,2024-12-25,Wednesday,12,urban_core,afternoon_12_17,cloudy,1,6.4,9,13.44,11.62,13,9.6,0,
DLV-04680,2024-10-18,Friday,10,urban_inner,afternoon_12_17,clear,1,6.5,7,3.71,13.11,22,6.1,1,18.6
DLV-04681,2024-11-30,Saturday,11,suburban,morning_08_12,clear,1,2.3,6,15.81,15.05,33,3.2,1,21.3
DLV-04682,2024-08-07,Wednesday,8,urban_inner,afternoon_12_17,rain,1,0.5,9,3.84,11.78,15,7.7,1,37.0
DLV-04683,2024-04-25,Thursday,4,rural,morning_08_12,clear,1,0.9,7,9.29,32.89,17,1.0,0,
DLV-04684,2024-11-08,Friday,11,urban_inner,afternoon_12_17,clear,2,1.8,11,6.27,7.35,39,5.1,1,30.9
DLV-04685,2024-02-18,Sunday,2,rural,anytime,clear,1,4.2,8,19.14,30.94,32,3.4,1,31.6
DLV-04686,2024-06-21,Friday,6,suburban,morning_08_12,clear,1,3.7,11,12.59,14.54,4,2.6,1,2.7
DLV-04687,2024-03-22,Friday,3,rural,morning_08_12,clear,2,3.1,5,3.03,28.63,38,1.1,1,22.7
DLV-04688,2024-11-17,Sunday,11,rural,evening_17_21,cloudy,1,6.4,4,6.94,30.45,9,1.9,1,12.6
DLV-04689,2024-11-28,Thursday,11,rural,afternoon_12_17,rain,2,4.9,1,2.77,33.3,21,2.3,0,
DLV-04690,2024-02-14,Wednesday,2,suburban,morning_08_12,clear,1,12.1,8,22.03,15.7,32,4.6,1,30.6
DLV-04691,2024-11-30,Saturday,11,urban_inner,afternoon_12_17,clear,1,6.6,6,5.84,10.84,30,5.5,1,26.0
DLV-04692,2024-01-20,Saturday,1,urban_core,morning_08_12,clear,1,0.7,4,8.97,7.32,5,4.7,1,33.9
DLV-04693,2024-08-08,Thursday,8,suburban,morning_08_12,clear,1,0.5,3,1.15,18.03,35,4.0,1,23.4
DLV-04694,2024-05-02,Thursday,5,rural,anytime,clear,2,1.6,5,3.28,29.85,2,2.1,0,
DLV-04695,2024-08-21,Wednesday,8,suburban,evening_17_21,clear,1,2.9,4,6.59,14.82,3,3.8,1,6.3
DLV-04696,2024-08-08,Thursday,8,rural,afternoon_12_17,clear,3,3.1,11,10.09,27.09,26,1.0,0,
DLV-04697,2024-11-18,Monday,11,suburban,morning_08_12,cloudy,1,0.9,11,27.01,16.1,37,1.0,1,22.5
DLV-04698,2024-12-04,Wednesday,12,urban_core,morning_08_12,clear,2,5.9,7,19.7,3.47,24,7.2,0,
DLV-04699,2024-01-03,Wednesday,1,urban_core,evening_17_21,clear,1,1.2,6,1.87,4.91,36,5.8,0,
DLV-04700,2024-06-30,Sunday,6,urban_core,morning_08_12,clear,1,7.5,3,2.79,1.54,26,8.0,0,
DLV-04701,2024-07-24,Wednesday,7,urban_core,afternoon_12_17,clear,1,1.9,10,14.87,10.98,35,8.3,1,28.8
DLV-04702,2024-11-15,Friday,11,urban_inner,morning_08_12,cloudy,1,0.5,11,20.02,4.85,35,3.5,0,
DLV-04703,2024-02-09,Friday,2,rural,afternoon_12_17,clear,2,0.5,1,2.77,29.82,6,1.0,0,
